PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30948330","Outcomes of Patients With Therapy-Related MDS After Chemoimmunotherapy for Chronic Lymphocytic Leukemia Compared With Patients With De Novo MDS: A Single-Institution Experience","Cooper JP, Khajaviyan S, Smith SD, Maloney DG, Shustov AR, Warren EH, Soma LA, Lynch RC, Ujjani C, Till B, Halpern AB, Gopal AK, Deeg HJ, Scott BL, Shadman M.","Clin Lymphoma Myeloma Leuk. 2019 Jun;19(6):390-395. doi: 10.1016/j.clml.2019.03.003. Epub 2019 Mar 11.","Cooper JP","Clin Lymphoma Myeloma Leuk","2019","2019/04/06","","","10.1016/j.clml.2019.03.003"
"25766725","Allogeneic HY antibodies detected 3 months after female-to-male HCT predict chronic GVHD and nonrelapse mortality in humans","Nakasone H, Tian L, Sahaf B, Kawase T, Schoenrock K, Perloff S, Ryan CE, Paul J, Popli R, Wu F, Otani JM, Coller J, Warren EH 3rd, Miklos DB.","Blood. 2015 May 14;125(20):3193-201. doi: 10.1182/blood-2014-11-613323. Epub 2015 Mar 12.","Nakasone H","Blood","2015","2015/03/14","PMC4432013","","10.1182/blood-2014-11-613323"
"31585205","Impact of Double- or Triple-Hit Pathology on Rates and Durability of Radiation Therapy Response Among Patients With Relapsed or Refractory Large B-Cell Lymphoma","Kim A, Stevenson P, Cassaday RD, Soma L, Fromm JR, Gopal AK, Smith SD, Till B, Lynch RC, Ujjani C, Shadman M, Warren EH, Menon M, Russell K, Tseng YD.","Pract Radiat Oncol. 2020 Jan-Feb;10(1):44-52. doi: 10.1016/j.prro.2019.09.013. Epub 2019 Oct 1.","Kim A","Pract Radiat Oncol","2020","2019/10/05","","","10.1016/j.prro.2019.09.013"
"19470693","Evaluation of NIH consensus criteria for classification of late acute and chronic GVHD","Vigorito AC, Campregher PV, Storer BE, Carpenter PA, Moravec CK, Kiem HP, Fero ML, Warren EH, Lee SJ, Appelbaum FR, Martin PJ, Flowers ME; National Institutes of Health.","Blood. 2009 Jul 16;114(3):702-8. doi: 10.1182/blood-2009-03-208983. Epub 2009 May 21.","Vigorito AC","Blood","2009","2009/05/28","PMC2713471","","10.1182/blood-2009-03-208983"
"22529286","Cyclin-A1 represents a new immunogenic targetable antigen expressed in acute myeloid leukemia stem cells with characteristics of a cancer-testis antigen","Ochsenreither S, Majeti R, Schmitt T, Stirewalt D, Keilholz U, Loeb KR, Wood B, Choi YE, Bleakley M, Warren EH, Hudecek M, Akatsuka Y, Weissman IL, Greenberg PD.","Blood. 2012 Jun 7;119(23):5492-501. doi: 10.1182/blood-2011-07-365890. Epub 2012 Apr 23.","Ochsenreither S","Blood","2012","2012/04/25","PMC3369684","","10.1182/blood-2011-07-365890"
"19147077","Improving hematopoietic cell transplant outcomes in a new era of genomic research","Chien JW, Zhao LP, Storer B, Martin PJ, Boeckh M, Warren EH, Hansen JA.","Biol Blood Marrow Transplant. 2009 Jan;15(1 Suppl):42-5. doi: 10.1016/j.bbmt.2008.11.003.","Chien JW","Biol Blood Marrow Transplant","2009","2009/01/17","PMC2946198","NIHMS133265","10.1016/j.bbmt.2008.11.003"
"19539218","Effects of mismatching for minor histocompatibility antigens on clinical outcomes in HLA-matched, unrelated hematopoietic stem cell transplants","Spellman S, Warden MB, Haagenson M, Pietz BC, Goulmy E, Warren EH, Wang T, Ellis TM.","Biol Blood Marrow Transplant. 2009 Jul;15(7):856-63. doi: 10.1016/j.bbmt.2009.03.018.","Spellman S","Biol Blood Marrow Transplant","2009","2009/06/23","PMC2721718","NIHMS128157","10.1016/j.bbmt.2009.03.018"
"20071660","Therapy of relapsed leukemia after allogeneic hematopoietic cell transplantation with T cells specific for minor histocompatibility antigens","Warren EH, Fujii N, Akatsuka Y, Chaney CN, Mito JK, Loeb KR, Gooley TA, Brown ML, Koo KK, Rosinski KV, Ogawa S, Matsubara A, Appelbaum FR, Riddell SR.","Blood. 2010 May 13;115(19):3869-78. doi: 10.1182/blood-2009-10-248997. Epub 2010 Jan 13.","Warren EH","Blood","2010","2010/01/15","PMC2869557","","10.1182/blood-2009-10-248997"
"20152921","NCI First International Workshop on The Biology, Prevention, and Treatment of Relapse After Allogeneic Hematopoietic Stem Cell Transplantation: Report from the Committee on the Biology Underlying Recurrence of Malignant Disease following Allogeneic HSCT: Graft-versus-Tumor/Leukemia Reaction","Miller JS, Warren EH, van den Brink MR, Ritz J, Shlomchik WD, Murphy WJ, Barrett AJ, Kolb HJ, Giralt S, Bishop MR, Blazar BR, Falkenburg JH.","Biol Blood Marrow Transplant. 2010 May;16(5):565-86. doi: 10.1016/j.bbmt.2010.02.005. Epub 2010 Feb 10.","Miller JS","Biol Blood Marrow Transplant","2010","2010/02/16","PMC2858433","NIHMS179009","10.1016/j.bbmt.2010.02.005"
"17496542","A single minor histocompatibility antigen encoded by UGT2B17 and presented by human leukocyte antigen-A*2902 and -B*4403","Terakura S, Murata M, Warren EH, Sette A, Sidney J, Naoe T, Riddell SR.","Transplantation. 2007 May 15;83(9):1242-8. doi: 10.1097/01.tp.0000259931.72622.d1.","Terakura S","Transplantation","2007","2007/05/15","","","10.1097/01.tp.0000259931.72622.d1"
"22892449","CD8+ T-cell clones specific for the 5T4 antigen target renal cell carcinoma tumor-initiating cells in a murine xenograft model","Tykodi SS, Satoh S, Deming JD, Chou J, Harrop R, Warren EH.","J Immunother. 2012 Sep;35(7):523-33. doi: 10.1097/CJI.0b013e318261d630.","Tykodi SS","J Immunother","2012","2012/08/16","PMC3423552","NIHMS384413","10.1097/CJI.0b013e318261d630"
"19567591","Development of tumor-reactive T cells after nonmyeloablative allogeneic hematopoietic stem cell transplant for chronic lymphocytic leukemia","Nishida T, Hudecek M, Kostic A, Bleakley M, Warren EH, Maloney D, Storb R, Riddell SR.","Clin Cancer Res. 2009 Jul 15;15(14):4759-68. doi: 10.1158/1078-0432.CCR-09-0199. Epub 2009 Jun 30.","Nishida T","Clin Cancer Res","2009","2009/07/02","PMC2785487","NIHMS146416","10.1158/1078-0432.CCR-09-0199"
"21232624","A phase I/II study of chemotherapy followed by donor lymphocyte infusion plus interleukin-2 for relapsed acute leukemia after allogeneic hematopoietic cell transplantation","Inamoto Y, Fefer A, Sandmaier BM, Gooley TA, Warren EH, Petersdorf SH, Sanders JE, Storb RF, Appelbaum FR, Martin PJ, Flowers ME.","Biol Blood Marrow Transplant. 2011 Sep;17(9):1308-15. doi: 10.1016/j.bbmt.2011.01.004. Epub 2011 Jan 11.","Inamoto Y","Biol Blood Marrow Transplant","2011","2011/01/15","PMC3123407","NIHMS263898","10.1016/j.bbmt.2011.01.004"
"16391015","The PANE1 gene encodes a novel human minor histocompatibility antigen that is selectively expressed in B-lymphoid cells and B-CLL","Brickner AG, Evans AM, Mito JK, Xuereb SM, Feng X, Nishida T, Fairfull L, Ferrell RE, Foon KA, Hunt DF, Shabanowitz J, Engelhard VH, Riddell SR, Warren EH.","Blood. 2006 May 1;107(9):3779-86. doi: 10.1182/blood-2005-08-3501. Epub 2006 Jan 3.","Brickner AG","Blood","2006","2006/01/05","PMC1895781","","10.1182/blood-2005-08-3501"
"21263156","Comparative analysis of risk factors for acute graft-versus-host disease and for chronic graft-versus-host disease according to National Institutes of Health consensus criteria","Flowers ME, Inamoto Y, Carpenter PA, Lee SJ, Kiem HP, Petersdorf EW, Pereira SE, Nash RA, Mielcarek M, Fero ML, Warren EH, Sanders JE, Storb RF, Appelbaum FR, Storer BE, Martin PJ.","Blood. 2011 Mar 17;117(11):3214-9. doi: 10.1182/blood-2010-08-302109. Epub 2011 Jan 24.","Flowers ME","Blood","2011","2011/01/26","PMC3062319","","10.1182/blood-2010-08-302109"
"15557202","A novel HLA-A*3303-restricted minor histocompatibility antigen encoded by an unconventional open reading frame of human TMSB4Y gene","Torikai H, Akatsuka Y, Miyazaki M, Warren EH 3rd, Oba T, Tsujimura K, Motoyoshi K, Morishima Y, Kodera Y, Kuzushima K, Takahashi T.","J Immunol. 2004 Dec 1;173(11):7046-54. doi: 10.4049/jimmunol.173.11.7046.","Torikai H","J Immunol","2004","2004/11/24","","","10.4049/jimmunol.173.11.7046"
"18698046","C19orf48 encodes a minor histocompatibility antigen recognized by CD8+ cytotoxic T cells from renal cell carcinoma patients","Tykodi SS, Fujii N, Vigneron N, Lu SM, Mito JK, Miranda MX, Chou J, Voong LN, Thompson JA, Sandmaier BM, Cresswell P, Van den Eynde B, Riddell SR, Warren EH.","Clin Cancer Res. 2008 Aug 15;14(16):5260-9. doi: 10.1158/1078-0432.CCR-08-0028.","Tykodi SS","Clin Cancer Res","2008","2008/08/14","PMC2693478","NIHMS104972","10.1158/1078-0432.CCR-08-0028"
"14616971","Disparity for a newly identified minor histocompatibility antigen, HA-8, correlates with acute graft-versus-host disease after haematopoietic stem cell transplantation from an HLA-identical sibling","Akatsuka Y, Warren EH, Gooley TA, Brickner AG, Lin MT, Hansen JA, Martin PJ, Madtes DK, Engelhard VH, Takahashi T, Riddell SR.","Br J Haematol. 2003 Nov;123(4):671-5. doi: 10.1046/j.1365-2141.2003.04676.x.","Akatsuka Y","Br J Haematol","2003","2003/11/18","","","10.1046/j.1365-2141.2003.04676.x"
"16282341","Analysis of transgene-specific immune responses that limit the in vivo persistence of adoptively transferred HSV-TK-modified donor T cells after allogeneic hematopoietic cell transplantation","Berger C, Flowers ME, Warren EH, Riddell SR.","Blood. 2006 Mar 15;107(6):2294-302. doi: 10.1182/blood-2005-08-3503. Epub 2005 Nov 10.","Berger C","Blood","2006","2005/11/12","PMC1895724","","10.1182/blood-2005-08-3503"
"12969970","Female donors contribute to a selective graft-versus-leukemia effect in male recipients of HLA-matched, related hematopoietic stem cell transplants","Randolph SS, Gooley TA, Warren EH, Appelbaum FR, Riddell SR.","Blood. 2004 Jan 1;103(1):347-52. doi: 10.1182/blood-2003-07-2603. Epub 2003 Sep 11.","Randolph SS","Blood","2004","2003/09/13","","","10.1182/blood-2003-07-2603"
"15585611","Allogeneic hematopoietic cell transplantation for metastatic renal cell carcinoma after nonmyeloablative conditioning: toxicity, clinical response, and immunological response to minor histocompatibility antigens","Tykodi SS, Warren EH, Thompson JA, Riddell SR, Childs RW, Otterud BE, Leppert MF, Storb R, Sandmaier BM.","Clin Cancer Res. 2004 Dec 1;10(23):7799-811. doi: 10.1158/1078-0432.CCR-04-0072.","Tykodi SS","Clin Cancer Res","2004","2004/12/09","","","10.1158/1078-0432.CCR-04-0072"
"12149198","Conditioning with targeted busulfan and cyclophosphamide for hemopoietic stem cell transplantation from related and unrelated donors in patients with myelodysplastic syndrome","Deeg HJ, Storer B, Slattery JT, Anasetti C, Doney KC, Hansen JA, Kiem HP, Martin PJ, Petersdorf E, Radich JP, Sanders JE, Shulman HM, Warren EH, Witherspoon RP, Bryant EM, Chauncey TR, Getzendaner L, Storb R, Appelbaum FR.","Blood. 2002 Aug 15;100(4):1201-7. doi: 10.1182/blood-2002-02-0527.","Deeg HJ","Blood","2002","2002/08/01","","","10.1182/blood-2002-02-0527"
"21546465","Blazing a trail in T-cell recognition","Warren EH.","Blood. 2011 May 5;117(18):4681-2. doi: 10.1182/blood-2011-03-337642.","Warren EH","Blood","2011","2011/05/07","","","10.1182/blood-2011-03-337642"
